post_id,platform,text,num_hashtags,num_emojis,post_length,sentiment,engagement,viral_label,time_of_day,day_of_week
post_203,Instagram,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,4,1,78,Neutral,990,Not Viral,Evening,Saturday
post_204,Facebook,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,4,4,68,Neutral,132,Not Viral,Afternoon,Monday
post_205,TikTok,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,5,4,83,Positive,732,Not Viral,Afternoon,Tuesday
post_206,Facebook,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,2,4,68,Neutral,142,Not Viral,Afternoon,Thursday
post_207,Facebook,Can’t believe how amazing the new product is! #gamechanger #innovation,5,2,70,Negative,65,Not Viral,Morning,Friday
post_208,Facebook,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,2,0,78,Negative,688,Not Viral,Morning,Thursday
post_209,Twitter,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,4,0,68,Neutral,439,Viral,Evening,Wednesday
post_210,Instagram,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,5,3,76,Positive,64,Viral,Afternoon,Friday
post_211,Instagram,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,3,4,68,Positive,224,Not Viral,Evening,Friday
post_212,TikTok,That feeling when you finish a big project. So proud of the results. 💪 #success,5,4,79,Negative,742,Not Viral,Evening,Wednesday
post_213,Facebook,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",4,2,82,Negative,151,Not Viral,Evening,Friday
post_214,TikTok,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",4,3,82,Negative,249,Not Viral,Afternoon,Tuesday
post_215,TikTok,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,4,1,81,Negative,70,Not Viral,Evening,Tuesday
post_216,Instagram,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,5,1,81,Negative,388,Viral,Afternoon,Wednesday
post_217,Facebook,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,5,1,71,Negative,252,Not Viral,Afternoon,Sunday
post_218,TikTok,That feeling when you finish a big project. So proud of the results. 💪 #success,2,2,79,Negative,807,Not Viral,Morning,Sunday
post_219,Twitter,Loving the new update! The UI is so much smoother. #update #newfeatures,5,0,71,Positive,923,Not Viral,Morning,Saturday
post_220,Facebook,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",1,1,82,Positive,423,Viral,Evening,Tuesday
post_221,Twitter,That feeling when you finish a big project. So proud of the results. 💪 #success,3,3,79,Neutral,969,Not Viral,Afternoon,Saturday
post_222,Instagram,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,3,3,71,Negative,638,Not Viral,Morning,Tuesday
post_223,Twitter,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,2,1,81,Neutral,337,Not Viral,Evening,Monday
post_224,Facebook,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,1,3,76,Negative,520,Not Viral,Morning,Thursday
post_225,Instagram,Loving the new update! The UI is so much smoother. #update #newfeatures,0,0,71,Negative,510,Not Viral,Morning,Saturday
post_226,Twitter,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,1,4,83,Positive,351,Not Viral,Evening,Friday
post_227,TikTok,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,2,3,68,Negative,569,Not Viral,Morning,Sunday
post_228,Twitter,Can’t believe how amazing the new product is! #gamechanger #innovation,2,4,70,Positive,466,Not Viral,Evening,Friday
post_229,TikTok,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",1,0,82,Negative,205,Not Viral,Afternoon,Thursday
post_230,Facebook,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,2,2,81,Positive,904,Viral,Morning,Friday
post_231,Twitter,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",3,0,82,Positive,822,Not Viral,Evening,Friday
post_232,Instagram,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,3,4,78,Negative,613,Viral,Morning,Saturday
post_233,Facebook,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,5,2,83,Negative,83,Viral,Afternoon,Wednesday
post_234,Instagram,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,3,1,76,Positive,59,Not Viral,Afternoon,Thursday
post_235,Instagram,That feeling when you finish a big project. So proud of the results. 💪 #success,2,3,79,Positive,636,Not Viral,Evening,Friday
post_236,Facebook,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,3,0,68,Negative,748,Viral,Morning,Monday
post_237,Instagram,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",0,4,82,Positive,660,Not Viral,Morning,Wednesday
post_238,Twitter,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,4,1,83,Positive,754,Not Viral,Morning,Wednesday
post_239,TikTok,Can’t believe how amazing the new product is! #gamechanger #innovation,1,0,70,Positive,203,Viral,Morning,Tuesday
post_240,Facebook,Loving the new update! The UI is so much smoother. #update #newfeatures,2,0,71,Positive,158,Not Viral,Afternoon,Sunday
post_241,Instagram,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,1,2,83,Negative,276,Not Viral,Morning,Friday
post_242,Instagram,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,5,2,68,Neutral,680,Viral,Morning,Tuesday
post_243,Facebook,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",1,3,82,Negative,982,Not Viral,Afternoon,Thursday
post_244,Facebook,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,2,3,78,Negative,123,Not Viral,Morning,Sunday
post_245,Twitter,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,0,4,71,Negative,268,Not Viral,Afternoon,Friday
post_246,Facebook,Can’t believe how amazing the new product is! #gamechanger #innovation,1,3,70,Negative,422,Viral,Afternoon,Tuesday
post_247,Twitter,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,1,3,83,Neutral,161,Not Viral,Morning,Thursday
post_248,Facebook,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,5,4,68,Negative,399,Not Viral,Afternoon,Saturday
post_249,Facebook,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",3,3,82,Positive,909,Not Viral,Morning,Thursday
post_250,Instagram,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,0,0,81,Negative,808,Not Viral,Morning,Thursday
post_251,TikTok,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,3,0,76,Neutral,826,Not Viral,Morning,Wednesday
post_252,Twitter,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,2,0,76,Negative,998,Not Viral,Morning,Monday
post_253,Facebook,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",0,2,82,Positive,500,Not Viral,Morning,Monday
post_254,Twitter,Loving the new update! The UI is so much smoother. #update #newfeatures,5,3,71,Neutral,756,Not Viral,Evening,Sunday
post_255,Instagram,Loving the new update! The UI is so much smoother. #update #newfeatures,5,2,71,Positive,512,Not Viral,Morning,Saturday
post_256,Twitter,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,5,3,78,Positive,162,Not Viral,Afternoon,Thursday
post_257,Instagram,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,0,3,83,Negative,723,Not Viral,Morning,Saturday
post_258,TikTok,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,1,2,68,Negative,884,Not Viral,Evening,Saturday
post_259,TikTok,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",0,4,82,Neutral,836,Not Viral,Evening,Friday
post_260,Facebook,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,3,0,78,Positive,826,Not Viral,Evening,Saturday
post_261,Facebook,Loving the new update! The UI is so much smoother. #update #newfeatures,5,0,71,Positive,231,Not Viral,Morning,Wednesday
post_262,TikTok,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,4,2,71,Neutral,513,Not Viral,Afternoon,Tuesday
post_263,Instagram,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,1,4,68,Neutral,549,Not Viral,Evening,Thursday
post_264,TikTok,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,5,3,71,Neutral,930,Not Viral,Morning,Thursday
post_265,Twitter,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,4,1,81,Positive,878,Not Viral,Morning,Saturday
post_266,Twitter,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,0,4,76,Positive,315,Not Viral,Morning,Tuesday
post_267,Twitter,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,2,4,83,Positive,947,Not Viral,Afternoon,Wednesday
post_268,Twitter,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,1,1,68,Neutral,598,Not Viral,Evening,Sunday
post_269,Instagram,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,2,4,83,Positive,636,Not Viral,Afternoon,Wednesday
post_270,TikTok,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,2,2,76,Neutral,148,Not Viral,Afternoon,Friday
post_271,Instagram,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,0,1,83,Neutral,194,Viral,Afternoon,Friday
post_272,TikTok,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,2,4,81,Negative,940,Not Viral,Evening,Thursday
post_273,Instagram,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,0,1,76,Neutral,706,Viral,Afternoon,Sunday
post_274,Twitter,Loving the new update! The UI is so much smoother. #update #newfeatures,1,0,71,Positive,953,Not Viral,Morning,Wednesday
post_275,Instagram,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",2,0,82,Neutral,785,Viral,Evening,Wednesday
post_276,TikTok,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,2,1,81,Positive,431,Not Viral,Morning,Friday
post_277,Twitter,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",2,1,82,Positive,752,Not Viral,Evening,Thursday
post_278,TikTok,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,4,0,83,Negative,65,Not Viral,Morning,Sunday
post_279,Facebook,Loving the new update! The UI is so much smoother. #update #newfeatures,3,4,71,Positive,452,Not Viral,Afternoon,Monday
post_280,Instagram,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,4,2,83,Neutral,938,Not Viral,Morning,Thursday
post_281,Instagram,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,5,4,68,Neutral,371,Not Viral,Evening,Friday
post_282,Twitter,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,1,2,68,Negative,423,Not Viral,Afternoon,Monday
post_283,Facebook,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,1,1,76,Neutral,116,Not Viral,Morning,Monday
post_284,Instagram,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,0,0,83,Negative,472,Not Viral,Afternoon,Wednesday
post_285,Facebook,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,0,3,71,Neutral,927,Not Viral,Afternoon,Tuesday
post_286,Facebook,Can’t believe how amazing the new product is! #gamechanger #innovation,5,2,70,Negative,451,Viral,Morning,Sunday
post_287,Twitter,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,5,2,71,Neutral,783,Not Viral,Morning,Friday
post_288,Instagram,Can’t believe how amazing the new product is! #gamechanger #innovation,2,0,70,Negative,674,Not Viral,Morning,Tuesday
post_289,Instagram,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",5,1,82,Negative,550,Not Viral,Afternoon,Wednesday
post_290,Twitter,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",5,3,82,Positive,96,Not Viral,Afternoon,Sunday
post_291,Facebook,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,2,0,76,Negative,363,Not Viral,Evening,Monday
post_292,Twitter,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,1,0,78,Neutral,199,Not Viral,Evening,Wednesday
post_293,Twitter,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,5,1,76,Negative,281,Viral,Morning,Monday
post_294,Twitter,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,4,1,83,Negative,210,Not Viral,Morning,Saturday
post_295,Instagram,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,3,2,71,Neutral,803,Not Viral,Evening,Thursday
post_296,TikTok,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",0,0,82,Negative,158,Not Viral,Morning,Saturday
post_297,Twitter,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,1,1,83,Positive,732,Not Viral,Evening,Thursday
post_298,Twitter,Can’t believe how amazing the new product is! #gamechanger #innovation,5,4,70,Negative,267,Not Viral,Evening,Thursday
post_299,Facebook,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,1,4,68,Positive,247,Not Viral,Morning,Monday
post_300,Instagram,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,4,4,81,Negative,471,Not Viral,Afternoon,Friday
post_301,Facebook,That feeling when you finish a big project. So proud of the results. 💪 #success,5,1,79,Positive,208,Viral,Afternoon,Friday
post_302,Twitter,Can’t believe how amazing the new product is! #gamechanger #innovation,2,0,70,Positive,173,Viral,Afternoon,Saturday
post_303,Instagram,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,4,3,83,Negative,547,Not Viral,Evening,Saturday
post_304,TikTok,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",2,3,82,Negative,757,Not Viral,Morning,Sunday
post_305,TikTok,Can’t believe how amazing the new product is! #gamechanger #innovation,4,3,70,Negative,295,Viral,Afternoon,Friday
post_306,TikTok,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",4,1,82,Negative,421,Not Viral,Morning,Sunday
post_307,Twitter,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,3,4,81,Positive,765,Not Viral,Evening,Saturday
post_308,Facebook,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,5,4,68,Negative,236,Not Viral,Morning,Thursday
